addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"Убинское, Р255 (1232 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3269, 79.6384,,,,,913,,,,https://www.gpnbonus.ru/
"Омск, 10 лет Октября, 90, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9846, 73.4003,,,,,914,,,,https://www.gpnbonus.ru/
"Москва, Дмитровское, 30А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8378, 37.5730,,,,,915,,,,https://www.gpnbonus.ru/
"Екатеринбург, Дублер Сибирского тракта (3 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8204, 60.7141,,,,,916,,,,https://www.gpnbonus.ru/
"Алматы, Тлендиева, 84",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.2486, 76.8726,,,,,917,,,,https://www.gpnbonus.ru/
"Иваново, Строителей, 23",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9643, 40.9878,,,,,918,,,,https://www.gpnbonus.ru/
"Красноуфимск, Рогозинниковых, 87",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6100, 57.7605,,,,,919,,,,https://www.gpnbonus.ru/
"Краснозерское, Р382 (85 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.9998, 79.2386,,,,,920,,,,https://www.gpnbonus.ru/
"Москва, Ростокинский, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8161, 37.6800,,,,,921,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Савушкина, 110 А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.984, 30.2283,,,,,922,,,,https://www.gpnbonus.ru/
"Краснодарский, пгт. Яблоновский, ул. Шоссейная, 68А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.9970, 38.9406,,,,,923,,,,https://www.gpnbonus.ru/
"Родники, Иваново-Кинешма (59 км, справа, рядом с перечением с Р71)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.0876, 41.7175,,,,,924,,,,https://www.gpnbonus.ru/
"Нижние Серги, Титова, 22",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6583, 59.3023,,,,,925,,,,https://www.gpnbonus.ru/
"Большой Оеш, Озерная, 47",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.2881, 82.7117,,,,,926,,,,https://www.gpnbonus.ru/
"Новый Городок, Киевская, 2а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.3166, 86.2982,,,,,927,,,,https://www.gpnbonus.ru/
"Москва, Русаковская, 7",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7985, 37.6985,,,,,928,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Лахтинский 2, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.9887, 30.1756,,,,,929,,,,https://www.gpnbonus.ru/
"Новокузнецк, Гончарова, 151а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7579, 87.0019,,,,,930,,,,https://www.gpnbonus.ru/
"Москва, Варшавское, 141Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5852, 37.5996,,,,,931,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Волхонское, 115, 5А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.80, 30.1382,,,,,932,,,,https://www.gpnbonus.ru/
"Краснодар, Восточно-Кругликовская",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.0379, 39.0284,,,,,933,,,,https://www.gpnbonus.ru/
"Екатеринбург, Сибирский тракт, 1 (дублер, 5 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.823, 60.7051,,,,,934,,,,https://www.gpnbonus.ru/
"Кыштовка, Чаны - Венгерово - Кыштовка (а/д 50К-02, 2 км от с. Кыштовка, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5305, 76.6351,,,,,935,,,,https://www.gpnbonus.ru/
"Москва, 1 Дорожный, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6158, 37.6142,,,,,936,,,,https://www.gpnbonus.ru/
"Пушкин, Пулковское, 147 А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.6820, 30.2437,,,,,937,,,,https://www.gpnbonus.ru/
"Екатеринбург, Начдива Онуфриева, 23",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8020, 60.5449,,,,,938,,,,https://www.gpnbonus.ru/
"Киселевск, Транспортная, 35",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.0103, 86.6520,,,,,939,,,,https://www.gpnbonus.ru/
"Красный Яр, Дорожная, 9А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.2246, 72.9147,,,,,940,,,,https://www.gpnbonus.ru/
"Москва, Сормовский, 9",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7077, 37.8003,,,,,941,,,,https://www.gpnbonus.ru/
"Купино, Купино-объездная (Пересечение с Купино-Михайловка (справа))",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.38, 77.3455,,,,,942,,,,https://www.gpnbonus.ru/
"Заволжск, Мира, 2Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.4998, 42.1171,,,,,943,,,,https://www.gpnbonus.ru/
"Екатеринбург, Крауля, 166А, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8325, 60.5256,,,,,944,,,,https://www.gpnbonus.ru/
"Новосибирск, Покатная, 124",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0254, 82.9494,,,,,945,,,,https://www.gpnbonus.ru/
"Москва, Алтуфьевское, 106",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9074, 37.5883,,,,,946,,,,https://www.gpnbonus.ru/
"Ача, Р255(149 км., вблизи с.Ача)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6609, 84.6999,,,,,947,,,,https://www.gpnbonus.ru/
"Алматы, Сагдат Нурмаганбетов, 148/2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.264, 76.9835,,,,,948,,,,https://www.gpnbonus.ru/
"Усть-Лабинск, ул. пер. Им. М.Ф. Форостинова, 4а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.2357, 39.7203,,,,,949,,,,https://www.gpnbonus.ru/
"Кинешма, Вичугская, 136Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.435, 42.1189,,,,,950,,,,https://www.gpnbonus.ru/
"Новосибирск, Петухова, 69/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9417, 82.9109,,,,,951,,,,https://www.gpnbonus.ru/
"Зеленоград, Ген.Алексеева (вблизи с перекрестком с Алабушевской)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0083, 37.1677,,,,,952,,,,https://www.gpnbonus.ru/
"Алматы, Жандосова, 39/1 (Бостандыкский район)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.2271, 76.8897,,,,,953,,,,https://www.gpnbonus.ru/
"Екатеринбург, Уфимская, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8053, 60.7219,,,,,954,,,,https://www.gpnbonus.ru/
"Вороново, с. Вороново Р255 (82 км,  Школьная, 4)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.4775, 83.7916,,,,,955,,,,https://www.gpnbonus.ru/
"Мыски, 50 лет Пионерии, 2а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7305, 87.717,,,,,956,,,,https://www.gpnbonus.ru/
"Москва, Дыбенко, 9А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8800, 37.4817,,,,,957,,,,https://www.gpnbonus.ru/
"Кинешма, Юрьевецкая, 230",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.4229, 42.2137,,,,,958,,,,https://www.gpnbonus.ru/
"Екатеринбург, Февральской Революции, 53",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8440, 60.5853,,,,,959,,,,https://www.gpnbonus.ru/
"Мошково, Р255 (63 км, слева трассы, п. Мошково)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3177, 83.6068,,,,,960,,,,https://www.gpnbonus.ru/
"Полысаево, Крупской, 65",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.5923, 86.290,,,,,961,,,,https://www.gpnbonus.ru/
"Москва, Фестивальная, 6А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8581, 37.4876,,,,,962,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Коломяжский, 31А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0140, 30.2949,,,,,963,,,,https://www.gpnbonus.ru/
"Екатеринбург, Высоцкого, 29",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8436, 60.6884,,,,,964,,,,https://www.gpnbonus.ru/
"Чистоозерное, Купино-Татарск (вблизи п. Чистоозерное, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6830, 76.5782,,,,,965,,,,https://www.gpnbonus.ru/
"Новокузнецк, 1Р384 (справа, 123 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7966, 86.8982,,,,,966,,,,https://www.gpnbonus.ru/
"Москва, Выборгская, 24",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8362, 37.5036,,,,,967,,,,https://www.gpnbonus.ru/
"Фурманов, А113 Кострома-Иваново (139 км, южнее д.Иванково)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.2335, 41.1391,,,,,968,,,,https://www.gpnbonus.ru/
"Екатеринбург, Высоцкого, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.848, 60.6697,,,,,969,,,,https://www.gpnbonus.ru/
"Новокузнецк, Туркменская, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7118, 87.123,,,,,970,,,,https://www.gpnbonus.ru/
"Новосибирск, Жуковского, 95А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0691, 82.8941,,,,,971,,,,https://www.gpnbonus.ru/
"Москва, Дорожная, 15",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5967, 37.6201,,,,,972,,,,https://www.gpnbonus.ru/
"Журавлево, Центральная, 88, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.7761, 85.0776,,,,,973,,,,https://www.gpnbonus.ru/
"Новосибирск, Кропоткина, 199",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0560, 82.9262,,,,,974,,,,https://www.gpnbonus.ru/
"Москва, Красного маяка, 14А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6133, 37.5890,,,,,975,,,,https://www.gpnbonus.ru/
"Екатеринбург, Степана Разина, 6",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8236, 60.60,,,,,976,,,,https://www.gpnbonus.ru/
"Москва, Барклая, 1Ж",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7368, 37.5118,,,,,977,,,,https://www.gpnbonus.ru/
"Новосибирск, Энергетиков, 8/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0126, 82.8786,,,,,978,,,,https://www.gpnbonus.ru/
"Приволжск, Фурманова, 26",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.3671, 41.2719,,,,,979,,,,https://www.gpnbonus.ru/
"Екатеринбург, Патриса Лумумбы, 4В",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7722, 60.6000,,,,,980,,,,https://www.gpnbonus.ru/
"Прокопьевск, Правды, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.9442, 86.724,,,,,981,,,,https://www.gpnbonus.ru/
"Новосибирск, Советское, 21",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.8693, 82.9896,,,,,982,,,,https://www.gpnbonus.ru/
"Москва, Садовники, 11Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6736, 37.6571,,,,,983,,,,https://www.gpnbonus.ru/
"Асбест, Плеханова, 15 (на территории АЗС 147)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9996, 61.434,,,,,984,,,,https://www.gpnbonus.ru/
"Новосибирск, Приморская, 28",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.8692, 82.9913,,,,,985,,,,https://www.gpnbonus.ru/
"Москва, Веткина, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8054, 37.6193,,,,,986,,,,https://www.gpnbonus.ru/
"Прокопьевск, Вокзальная, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.8982, 86.7458,,,,,987,,,,https://www.gpnbonus.ru/
"Екатеринбург, Раевского, 9/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8595, 60.6628,,,,,988,,,,https://www.gpnbonus.ru/
"Москва, Ивана Франко, 24",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7277, 37.4312,,,,,989,,,,https://www.gpnbonus.ru/
"Тогучин, Свердлова 1/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.2312, 84.3974,,,,,990,,,,https://www.gpnbonus.ru/
"Пестяки, Гагарина, 66",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7168, 42.6510,,,,,991,,,,https://www.gpnbonus.ru/
"Екатеринбург, Челябинский тракт (слева, 18-й км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7063, 60.7450,,,,,992,,,,https://www.gpnbonus.ru/
"Москва, Беломорская, 2А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8620, 37.4670,,,,,993,,,,https://www.gpnbonus.ru/
"Москва, Свободы, 70",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8723, 37.4409,,,,,994,,,,https://www.gpnbonus.ru/
"Обь, Омский тракт, 8",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0005, 82.6284,,,,,995,,,,https://www.gpnbonus.ru/
"Сочи, Декабристов, 20/7",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.68, 39.5952,,,,,996,,,,https://www.gpnbonus.ru/
"Москва, Озерная, 33",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6711, 37.4478,,,,,997,,,,https://www.gpnbonus.ru/
"Новосибирск, Большевистская, 285",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.978, 83.0248,,,,,998,,,,https://www.gpnbonus.ru/
"Сочи, Урожайная, 34Г",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.4067, 39.9930,,,,,999,,,,https://www.gpnbonus.ru/
"Гаврилов Посад, Базарная площадь, 1В",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.56, 40.1163,,,,,1000,,,,https://www.gpnbonus.ru/
"Москва, Шипиловский, 29А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6163, 37.6951,,,,,1001,,,,https://www.gpnbonus.ru/
"Новосибирск, Свердлова, 18",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0220, 82.9303,,,,,1002,,,,https://www.gpnbonus.ru/
"Сочи, Батумское (34Б)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.6620, 39.6714,,,,,1003,,,,https://www.gpnbonus.ru/
"Новосибирск, Немировича-Данченко, 136/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9876, 82.9146,,,,,1004,,,,https://www.gpnbonus.ru/
"Москва, Подольских курсантов, 5Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6090, 37.6173,,,,,1005,,,,https://www.gpnbonus.ru/
"Марфино, Иваново-Кинешма (28 км, северо-западнее Бетонного завода)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.2503, 41.900,,,,,1006,,,,https://www.gpnbonus.ru/
"Новосибирск, Большевистская, 131,1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9989, 82.9603,,,,,1007,,,,https://www.gpnbonus.ru/
"Москва, Яна Райниса, 49, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8492, 37.4034,,,,,1008,,,,https://www.gpnbonus.ru/
"Екатеринбург, Сибирский тракт, 24",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8217, 60.6576,,,,,1009,,,,https://www.gpnbonus.ru/
"Каменка, Райымбека, 517",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.2377, 76.8078,,,,,1010,,,,https://www.gpnbonus.ru/
"Шуя, Нижнетезинская (в 200м от перекрестка с  Сверлова)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8298, 41.3835,,,,,1011,,,,https://www.gpnbonus.ru/
"Арти, Козлова, 97",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4144, 58.4964,,,,,1012,,,,https://www.gpnbonus.ru/
"Новосибирск, Ватутина, 89",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9722, 82.9170,,,,,1013,,,,https://www.gpnbonus.ru/
"Шамалган, Жибек-Жолы, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.1940, 76.5433,,,,,1014,,,,https://www.gpnbonus.ru/
"Китово, Р152 (на вьезде в Китово)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8702, 41.2721,,,,,1015,,,,https://www.gpnbonus.ru/
"Екатеринбург, Блюхера, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8452, 60.6325,,,,,1016,,,,https://www.gpnbonus.ru/
"Новосибирск, Немировича-Данченко, 145А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9796, 82.912,,,,,1017,,,,https://www.gpnbonus.ru/
"Москва, Красина, 15",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7682, 37.5866,,,,,1018,,,,https://www.gpnbonus.ru/
"Алматы, Ержанова М., 135/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.3363, 76.9372,,,,,1019,,,,https://www.gpnbonus.ru/
"Екатеринбург, Высоцкого, 11",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8424, 60.676,,,,,1020,,,,https://www.gpnbonus.ru/
"Новосибирск, Петухова, 12А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9421, 82.8889,,,,,1021,,,,https://www.gpnbonus.ru/
"Москва, МКАД (53 км.)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7067, 37.3939,,,,,1022,,,,https://www.gpnbonus.ru/
"Кочедыково, Кохомское, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9456, 41.0570,,,,,1023,,,,https://www.gpnbonus.ru/
"Екатеринбург, Бебеля, 31",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8489, 60.5580,,,,,1024,,,,https://www.gpnbonus.ru/
"Москва, Горбунова, 12",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7242, 37.3821,,,,,1025,,,,https://www.gpnbonus.ru/
"Новосибирск, Мочищенское, 25",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0834, 82.895,,,,,1026,,,,https://www.gpnbonus.ru/
"Коляново, М7 Иваново-Москва (справа, в 200м от перекрестка с Загородная)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9480, 40.9748,,,,,1027,,,,https://www.gpnbonus.ru/
"Новосибирск, Станционная 36/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9972, 82.8487,,,,,1028,,,,https://www.gpnbonus.ru/
"Екатеринбург, Бебеля, 15",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8456, 60.5608,,,,,1029,,,,https://www.gpnbonus.ru/
"Новосибирск, Энергетиков, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0034, 82.8693,,,,,1030,,,,https://www.gpnbonus.ru/
"Зеленоград, Сосновая аллея, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9799, 37.2637,,,,,1031,,,,https://www.gpnbonus.ru/
"Горячий Ключ, Трасса М-4 (1381 км, 900 м, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.6643, 39.1617,,,,,1032,,,,https://www.gpnbonus.ru/
"Новосибирск, Доватора, 11/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0457, 82.9963,,,,,1033,,,,https://www.gpnbonus.ru/
"Москва, Подольская, 13",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6546, 37.7104,,,,,1034,,,,https://www.gpnbonus.ru/
"Иваново, Лежневская, 100",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9833, 40.9798,,,,,1035,,,,https://www.gpnbonus.ru/
"Москва, Лобачевского, 21",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6778, 37.4814,,,,,1036,,,,https://www.gpnbonus.ru/
"Новосибирск, Троллейная, 152/2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9613, 82.8451,,,,,1037,,,,https://www.gpnbonus.ru/
"Новоасбест, Тагильская, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.7453, 60.2759,,,,,1038,,,,https://www.gpnbonus.ru/
"Новосибирск, Сухарная, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0464, 82.8800,,,,,1039,,,,https://www.gpnbonus.ru/
"Москва, Абрамцевская, 28",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9068, 37.5746,,,,,1040,,,,https://www.gpnbonus.ru/
"Евстюниха, Р352 (151 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.9920, 59.8559,,,,,1041,,,,https://www.gpnbonus.ru/
"Москва, Вернадского, 100А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6511, 37.4784,,,,,1042,,,,https://www.gpnbonus.ru/
"Новосибирск, Большевистская, 280",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9784, 83.0153,,,,,1043,,,,https://www.gpnbonus.ru/
"Новосибирск, Фрунзе, 222",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0391, 82.9520,,,,,1044,,,,https://www.gpnbonus.ru/
"Москва, МКАД (30 км, внешняя сторона)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5727, 37.6411,,,,,1045,,,,https://www.gpnbonus.ru/
"Новосибирск, Николая Шипилова, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.1178, 82.9148,,,,,1046,,,,https://www.gpnbonus.ru/
"Москва, МКАД, 4 (16 км внутренняя сторона)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6447, 37.8212,,,,,1047,,,,https://www.gpnbonus.ru/
"Москва, Мичуринский проспект,Олимпийская Деревня, 21А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6726, 37.4577,,,,,1048,,,,https://www.gpnbonus.ru/
"Бердск, Р256 (44 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.709, 83.1858,,,,,1049,,,,https://www.gpnbonus.ru/
"Новосибирск, Станционная, 98",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9971, 82.7834,,,,,1050,,,,https://www.gpnbonus.ru/
"Томск, Московский тракт, 117А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4457, 84.9248,,,,,1051,,,,https://www.gpnbonus.ru/
"Екатеринбург, Рябинина, 32/2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7930, 60.5030,,,,,1052,,,,https://www.gpnbonus.ru/
"Томск, Мира, 68, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5230, 84.9781,,,,,1053,,,,https://www.gpnbonus.ru/
"Новосибирск, Фабричная, 18/2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0276, 82.8980,,,,,1054,,,,https://www.gpnbonus.ru/
"Москва, Каширское, 57А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6342, 37.7015,,,,,1055,,,,https://www.gpnbonus.ru/
"Томск, Иркутский тракт, 101а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5140, 85.0510,,,,,1056,,,,https://www.gpnbonus.ru/
"Томск, Профсоюзная, 2Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5267, 84.9361,,,,,1057,,,,https://www.gpnbonus.ru/
"Томск, Иркутский тракт, 58",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5045, 85.0127,,,,,1058,,,,https://www.gpnbonus.ru/
"Можайск, Вокзальная, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.495, 36.0213,,,,,1059,,,,https://www.gpnbonus.ru/
"Томск, Транспортная, 23а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5062, 84.9957,,,,,1060,,,,https://www.gpnbonus.ru/
"Наро-Фоминск, Киевское (71 км., справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3854, 36.7839,,,,,1061,,,,https://www.gpnbonus.ru/
"Алтайское, М.Горького, 2а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,51.9434, 85.3448,,,,,1062,,,,https://www.gpnbonus.ru/
"Шаховская, М9 (Новорижское шоссе 147км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0372, 35.4922,,,,,1063,,,,https://www.gpnbonus.ru/
"Поспелиха, Объездная, 19",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,51.9906, 81.8461,,,,,1064,,,,https://www.gpnbonus.ru/
