addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"Тутаев, Р152 (Промзона, 8)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.8490, 39.5462,,,,,460,,,,https://www.gpnbonus.ru/
"Богданович, Р351 (91 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7766, 61.9882,,,,,461,,,,https://www.gpnbonus.ru/
"Гомель, Луначарского, 60А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.4081, 31.0392,,,,,462,,,,https://www.gpnbonus.ru/
"Коченево, Р254 (1412 км, справа, Пушкина, 132)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0440, 82.2295,,,,,463,,,,https://www.gpnbonus.ru/
"Новокузнецк, Климасенко, 9А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.8420, 87.184,,,,,464,,,,https://www.gpnbonus.ru/
"Тевриз, Советская, 111А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.4995, 72.4067,,,,,465,,,,https://www.gpnbonus.ru/
"Гатчина, Ленинградское, 11",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.5819, 30.1411,,,,,466,,,,https://www.gpnbonus.ru/
"Головково, М10 (108-й км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.492, 36.5575,,,,,467,,,,https://www.gpnbonus.ru/
"Курган - Тюбе, Маданият, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,37.8252, 68.7654,,,,,468,,,,https://www.gpnbonus.ru/
"Сухой Лог, Вокзальная, 15",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.881, 62.0431,,,,,469,,,,https://www.gpnbonus.ru/
"Черлак, Омск-Майкапчигай (141-й км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.1723, 74.7826,,,,,470,,,,https://www.gpnbonus.ru/
"Сланцы, Сланцевское, 30 Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.1048, 28.143,,,,,471,,,,https://www.gpnbonus.ru/
"Щелково, Фряновское 54",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9389, 38.030,,,,,472,,,,https://www.gpnbonus.ru/
"Купино, Промышленная, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.3536, 77.295,,,,,473,,,,https://www.gpnbonus.ru/
"Борисов, Р-53 (51 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.24, 28.5344,,,,,474,,,,https://www.gpnbonus.ru/
"Новокузнецк, Байдаевское шоссе, 20",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7742, 87.2746,,,,,475,,,,https://www.gpnbonus.ru/
"Омск, 24-я Северная, 210А/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0220, 73.4063,,,,,476,,,,https://www.gpnbonus.ru/
"Ленинское, Алматинская, 51",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.9425, 74.6454,,,,,477,,,,https://www.gpnbonus.ru/
"Сочи, Курортный, 101Г",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,43.552, 39.7757,,,,,478,,,,https://www.gpnbonus.ru/
"Ивантеевка, Центральный, 27А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9672, 37.8923,,,,,479,,,,https://www.gpnbonus.ru/
"Омск, Черлакский тракт, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.8927, 73.4232,,,,,480,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Придорожная аллея, 28",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0534, 30.3735,,,,,481,,,,https://www.gpnbonus.ru/
"Анапа, Симферопольское ( 80)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.9376, 37.319,,,,,482,,,,https://www.gpnbonus.ru/
"Куляб, Борбад, 49",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,37.91, 69.80,,,,,483,,,,https://www.gpnbonus.ru/
"Коломна, Митяево, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0934, 38.7924,,,,,484,,,,https://www.gpnbonus.ru/
"Нижняя Тура, Декабристов, 2В",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.6240, 59.8566,,,,,485,,,,https://www.gpnbonus.ru/
"Ольшаны, Школьная, 120",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.0760, 27.3679,,,,,486,,,,https://www.gpnbonus.ru/
"Новокузнецк, Технический, 31",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7782, 87.2218,,,,,487,,,,https://www.gpnbonus.ru/
"Малиновка, Р402 (101-й км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6414, 72.5121,,,,,488,,,,https://www.gpnbonus.ru/
"Новопавловка, Фрунзе, 103",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8757, 74.4970,,,,,489,,,,https://www.gpnbonus.ru/
"Наро-Фоминск, М3 (справа, 72км.)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3717, 36.764,,,,,490,,,,https://www.gpnbonus.ru/
"Качканар, Привокзальная",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.701, 59.5083,,,,,491,,,,https://www.gpnbonus.ru/
"Дубровно, Вокзальная, 79",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.5913, 30.6734,,,,,492,,,,https://www.gpnbonus.ru/
"Междуреченск, Горького, 9",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.679, 88.0525,,,,,493,,,,https://www.gpnbonus.ru/
"Исилькуль, Коммунистическая, 95",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9291, 71.2659,,,,,494,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Стасовой, 10",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.968, 30.4382,,,,,495,,,,https://www.gpnbonus.ru/
"Лесной, Дорожный, 7",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.6286, 59.7520,,,,,496,,,,https://www.gpnbonus.ru/
"Таштагол, Островского, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.758, 87.8617,,,,,497,,,,https://www.gpnbonus.ru/
"Токмак, Джантаева, 11Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8252, 75.2983,,,,,498,,,,https://www.gpnbonus.ru/
"Тосно, Московское, 66 (649 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.5699, 30.8270,,,,,499,,,,https://www.gpnbonus.ru/
"Солигорск, Октябрьская, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.7969, 27.5345,,,,,500,,,,https://www.gpnbonus.ru/
"Апрелевка, Киевское (справа, 44 км., +300м)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5406, 37.0850,,,,,501,,,,https://www.gpnbonus.ru/
"Химки, Лихачевское, 13",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8994, 37.4901,,,,,502,,,,https://www.gpnbonus.ru/
"Ирбит, Советская",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6561, 63.1026,,,,,503,,,,https://www.gpnbonus.ru/
"Новокузнецк, Транспортная, 20",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7409, 87.1446,,,,,504,,,,https://www.gpnbonus.ru/
"Калачинск, 30 лет Победы (слева, на с Строительной)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0427, 74.5479,,,,,505,,,,https://www.gpnbonus.ru/
"Киршёлк, Контур, 159",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8777, 74.7967,,,,,506,,,,https://www.gpnbonus.ru/
"Тихвин, Карла Маркса, 74",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.6410, 33.5711,,,,,507,,,,https://www.gpnbonus.ru/
"Борисов, М-1, 435 км (справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.1670, 28.569,,,,,508,,,,https://www.gpnbonus.ru/
"Ирбит, Советская, 123А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6604, 63.0919,,,,,509,,,,https://www.gpnbonus.ru/
"Углы, Пересечение Р53, Октябрьская, Мелиоративная",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.2485, 28.5456,,,,,510,,,,https://www.gpnbonus.ru/
"Крутинка, Р402 (435-й км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9855, 71.4859,,,,,511,,,,https://www.gpnbonus.ru/
"Дмитриевка, Ленина, 126",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8939, 74.8877,,,,,512,,,,https://www.gpnbonus.ru/
"Кирилловка, М10 (31 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9640, 37.3318,,,,,513,,,,https://www.gpnbonus.ru/
"Сестрорецк, Приморское, 264А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0813, 29.9580,,,,,514,,,,https://www.gpnbonus.ru/
"Лаврово, МКБ Волоколамско-Ленинградское (39 км. +900м, пересечение А108 и Р107)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.3196, 36.6937,,,,,515,,,,https://www.gpnbonus.ru/
"Красноуфимск, Интернациональная, 82",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6258, 57.7551,,,,,516,,,,https://www.gpnbonus.ru/
"Омск, Волгоградская, 69",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9966, 73.2099,,,,,517,,,,https://www.gpnbonus.ru/
"Балыкчи, Фрунзе, 38Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.4534, 76.1628,,,,,518,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Малая Балканская, 51, 6",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8272, 30.4184,,,,,519,,,,https://www.gpnbonus.ru/
"Армавир, Урупская, 17",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.9588, 41.138,,,,,520,,,,https://www.gpnbonus.ru/
"Клин, М10 (92 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.3736, 36.6817,,,,,521,,,,https://www.gpnbonus.ru/
"Каменск-Уральский, Ленина, 27",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4145, 61.9145,,,,,522,,,,https://www.gpnbonus.ru/
"Шерегеш, Вокзальная, 1а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.9096, 87.9768,,,,,523,,,,https://www.gpnbonus.ru/
"Кормиловка, М51 (участок Омск-Ивановка, справа, вблизи п. Кормиловка)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9761, 74.1227,,,,,524,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Витебский, 90",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8345, 30.3727,,,,,525,,,,https://www.gpnbonus.ru/
"Ямуга, М10 (96 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.403, 36.6487,,,,,526,,,,https://www.gpnbonus.ru/
"Ирбит, Камышловский тракт (5 км, из Екатеринбурга со стороны Артемовска, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6749, 63.0066,,,,,527,,,,https://www.gpnbonus.ru/
"Речица, Пролетарская, 111",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.3625, 30.363,,,,,528,,,,https://www.gpnbonus.ru/
"Татарск, Свердлова, 108",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.2012, 75.9764,,,,,529,,,,https://www.gpnbonus.ru/
"Всеволожск, Дорога Жизни (6 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0159, 30.5918,,,,,530,,,,https://www.gpnbonus.ru/
"Тверь, 1-я за Линией Октябрьской ж/д, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8497, 35.8548,,,,,531,,,,https://www.gpnbonus.ru/
"Камышлов, Энгельса, 29А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8476, 62.6604,,,,,532,,,,https://www.gpnbonus.ru/
"Топки, Ленина, 18 (Микрорайон &quot;Красная горка&quot;)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.2849, 85.6490,,,,,533,,,,https://www.gpnbonus.ru/
"Ачаир, А320 (52-й км, слева, вблизи с. Ачаир)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.6644, 73.8729,,,,,534,,,,https://www.gpnbonus.ru/
"Тверь, М10 (55 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7844, 36.0525,,,,,535,,,,https://www.gpnbonus.ru/
"Каменск-Уральский, Кадочникова (с южной стороны ПО &quot;Октябрь&quot; на 4 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4060, 61.9304,,,,,536,,,,https://www.gpnbonus.ru/
"Рассвет, Р255 (209км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3570, 85.4,,,,,537,,,,https://www.gpnbonus.ru/
"Омск, Космический, 109, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9865, 73.4818,,,,,538,,,,https://www.gpnbonus.ru/
"Гомель, Ильича, 128А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.3759, 31.0303,,,,,539,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Белградская, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8781, 30.3524,,,,,540,,,,https://www.gpnbonus.ru/
"Брейтово, Республиканская, 55",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.2892, 37.8580,,,,,541,,,,https://www.gpnbonus.ru/
"Марьинский, М10 (214 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9856, 35.2309,,,,,542,,,,https://www.gpnbonus.ru/
"Каменск-Уральский, Ленина, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4150, 61.9326,,,,,543,,,,https://www.gpnbonus.ru/
"Омск, Мельничная, 85",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9135, 73.3153,,,,,544,,,,https://www.gpnbonus.ru/
"Каракол, Токтогула, 14",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.4825, 78.3664,,,,,545,,,,https://www.gpnbonus.ru/
"Псков, Крестовское, 48А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.8018, 28.3926,,,,,546,,,,https://www.gpnbonus.ru/
"Тяжинский, Пролетарская, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.1153, 88.5268,,,,,547,,,,https://www.gpnbonus.ru/
"Азово, Советская, 123",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.7056, 73.0519,,,,,548,,,,https://www.gpnbonus.ru/
"Каракол, Кадыр Аке, 60А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.5162, 78.3863,,,,,549,,,,https://www.gpnbonus.ru/
"Коломна, Станкостроителей, 11А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.072, 38.7866,,,,,550,,,,https://www.gpnbonus.ru/
"Сорочкино, М20 (103 км., д. Сорочкино)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.0856, 29.9171,,,,,551,,,,https://www.gpnbonus.ru/
"Покровское, Ленина, 2В",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4724, 61.5882,,,,,552,,,,https://www.gpnbonus.ru/
"Тисуль, Фрунзе, 60А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7537, 88.3048,,,,,553,,,,https://www.gpnbonus.ru/
"Омск, Р254 (817-й км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.8811, 73.3548,,,,,554,,,,https://www.gpnbonus.ru/
"Кривцово, Никулинское (8-й км, слева, а/д Тверь-Лотошино-Уваровка)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8061, 35.8704,,,,,555,,,,https://www.gpnbonus.ru/
"Убинское, Чудного, 112",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.298, 79.6935,,,,,556,,,,https://www.gpnbonus.ru/
"Войсковицы, Войсковицы, Промзона 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.5224, 29.9615,,,,,557,,,,https://www.gpnbonus.ru/
"Жестылево, Р-112 (С.о. Якотский, вблизи с. Жестылево)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4101, 37.6457,,,,,558,,,,https://www.gpnbonus.ru/
"Березовский, Строителей, 7А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9045, 60.8135,,,,,559,,,,https://www.gpnbonus.ru/
"Тара, Радищева (рядом с поворотом на Вишневую )",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8779, 74.4087,,,,,560,,,,https://www.gpnbonus.ru/
"Всеволожск, Н91 Санкт-Петербург-Всеволожск (12 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.798, 30.6663,,,,,561,,,,https://www.gpnbonus.ru/
"Пошехонье, Р104 (Калязин-Череповец, 316 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.5124, 39.1081,,,,,562,,,,https://www.gpnbonus.ru/
"Березовский, Ленина, 1Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.9073, 60.7801,,,,,563,,,,https://www.gpnbonus.ru/
"Юрга, Тальская, 12 (выезд на г.Томск)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7259, 84.8282,,,,,564,,,,https://www.gpnbonus.ru/
"Омск, 2-я Солнечная, 40, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9990, 73.2119,,,,,565,,,,https://www.gpnbonus.ru/
"Жаны-Жол, Жайыльская, 69 (нов. Орозбакова, 69)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.2286, 75.791,,,,,566,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Седова, 43, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8861, 30.4220,,,,,567,,,,https://www.gpnbonus.ru/
"Большая Киселенка, М10 (242 км, слева, д.Большая Киселенка)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.158, 34.9609,,,,,568,,,,https://www.gpnbonus.ru/
"Эммаус, М10 (152 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7785, 36.110,,,,,569,,,,https://www.gpnbonus.ru/
"Красноуфимск, Спартака, 11",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6018, 57.8088,,,,,570,,,,https://www.gpnbonus.ru/
"Минск, Минск-Аэропорт (Минск 2, 20 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.9688, 27.7454,,,,,571,,,,https://www.gpnbonus.ru/
"Новый Тартас, Чаны-Венгерово-Кыштовка (справа, вблизи с.НовыйТартас)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6710, 76.7082,,,,,572,,,,https://www.gpnbonus.ru/
"Юрга, Интернациональная, 73 (выезд на М53)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7043, 84.8330,,,,,573,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Матюшенко, 3А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8784, 30.4464,,,,,574,,,,https://www.gpnbonus.ru/
"Ильята, Р242 (161 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7636, 58.1495,,,,,575,,,,https://www.gpnbonus.ru/
"Минск, Академика Купревича, 2А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.9244, 27.6817,,,,,576,,,,https://www.gpnbonus.ru/
"Чаны, 700 м от ж.д, справа",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.3045, 76.761,,,,,577,,,,https://www.gpnbonus.ru/
"Белово, Веры Волошиной, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.4270, 86.3058,,,,,578,,,,https://www.gpnbonus.ru/
"Омск, Завертяева, 22/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0334, 73.4383,,,,,579,,,,https://www.gpnbonus.ru/
"Великий Новгород, Радищева, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.5619, 31.2749,,,,,580,,,,https://www.gpnbonus.ru/
"Калуга, Трифоновская (в 200м от перекрестка с Тарутинской)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.5625, 36.2937,,,,,581,,,,https://www.gpnbonus.ru/
